Intervalo_Idade,Sexo,Persoas_vacinadas
"00-04","HOME","0"
"00-04","MULLER","0"
"05-09","HOME","0"
"05-09","MULLER","0"
"10-14","HOME","94"
"10-14","MULLER","109"
"15-19","HOME","23.799"
"15-19","MULLER","25.833"
"20-24","HOME","42.470"
"20-24","MULLER","42.873"
"25-29","HOME","44.446"
"25-29","MULLER","46.465"
"30-34","HOME","53.035"
"30-34","MULLER","55.777"
"35-39","HOME","69.628"
"35-39","MULLER","73.303"
"40-44","HOME","96.269"
"40-44","MULLER","100.094"
"45-49","HOME","100.980"
"45-49","MULLER","105.491"
"50-54","HOME","95.908"
"50-54","MULLER","101.643"
"55-59","HOME","88.381"
"55-59","MULLER","95.465"
"60-64","DESCOÑECIDO","1"
"60-64","HOME","85.584"
"60-64","MULLER","92.806"
"65-69","HOME","77.573"
"65-69","MULLER","85.508"
"70-74","HOME","70.779"
"70-74","MULLER","82.470"
"75-79","HOME","59.714"
"75-79","MULLER","74.895"
"80-84","HOME","39.021"
"80-84","MULLER","57.244"
"85->","HOME","44.351"
"85->","MULLER","87.104"
